тоегд1,node,LINE_ID,X,Y,geometry
337,511109,L2-S,168036.0183,631577.2751,POINT (168036.01834666505 631577.275051291)
338,511110,L1-N,175583.599,640617.0944,POINT (175583.59903525398 640617.094406068)
339,511110,L1-S,175583.599,640617.0944,POINT (175583.59903525398 640617.094406068)
340,511110,L2-N,175583.599,640617.0944,POINT (175583.59903525398 640617.094406068)
341,511110,L2-S,175583.599,640617.0944,POINT (175583.59903525398 640617.094406068)
342,511110,LRT-L2,175583.599,640617.0944,POINT (175583.59903525398 640617.094406068)
343,511117,LRT121,187775.9331,695840.3456,POINT (187775.933058073 695840.3455882081)
344,511117,LRT151,187775.9331,695840.3456,POINT (187775.933058073 695840.3455882081)
345,511118,LRT121,187298.3815,695632.3385,POINT (187298.38147203092 695632.3385170362)
346,511118,LRT122,187298.3815,695632.3385,POINT (187298.38147203092 695632.3385170362)
347,511118,LRT151,187298.3815,695632.3385,POINT (187298.38147203092 695632.3385170362)
348,511118,LRT152,187298.3815,695632.3385,POINT (187298.38147203092 695632.3385170362)
349,511119,LRT121,186832.3142,695416.5833,POINT (186832.314195811 695416.5833448749)
350,511119,LRT122,186832.3142,695416.5833,POINT (186832.314195811 695416.5833448749)
351,511119,LRT151,186832.3142,695416.5833,POINT (186832.314195811 695416.5833448749)
352,511119,LRT152,186832.3142,695416.5833,POINT (186832.314195811 695416.5833448749)
353,511120,LRT121,186577.2883,695042.878,POINT (186577.288297842 695042.878024272)
354,511120,LRT122,186577.2883,695042.878,POINT (186577.288297842 695042.878024272)
355,511120,LRT151,186577.2883,695042.878,POINT (186577.288297842 695042.878024272)
356,511120,LRT152,186577.2883,695042.878,POINT (186577.288297842 695042.878024272)
357,511121,LRT121,186444.444,694567.139,POINT (186444.444045476 694567.139038786)
358,511121,LRT122,186444.444,694567.139,POINT (186444.444045476 694567.139038786)
359,511121,LRT151,186444.444,694567.139,POINT (186444.444045476 694567.139038786)
360,511121,LRT152,186444.444,694567.139,POINT (186444.444045476 694567.139038786)
361,511122,LRT121,186762.9014,694304.4952,POINT (186762.90141539497 694304.4952386619)
362,511122,LRT122,186762.9014,694304.4952,POINT (186762.90141539497 694304.4952386619)
363,511122,LRT151,186762.9014,694304.4952,POINT (186762.90141539497 694304.4952386619)
364,511122,LRT152,186762.9014,694304.4952,POINT (186762.90141539497 694304.4952386619)
365,511123,LRT121,187088.1613,694159.7273,POINT (187088.161269881 694159.7273047669)
366,511123,LRT122,187088.1613,694159.7273,POINT (187088.161269881 694159.7273047669)
367,511123,LRT151,187088.1613,694159.7273,POINT (187088.161269881 694159.7273047669)
368,511123,LRT152,187088.1613,694159.7273,POINT (187088.161269881 694159.7273047669)
369,511124,LRT121,187026.6515,693660.3917,POINT (187026.651499082 693660.391701362)
370,511124,LRT122,187026.6515,693660.3917,POINT (187026.651499082 693660.391701362)
371,511124,LRT151,187026.6515,693660.3917,POINT (187026.651499082 693660.391701362)
372,511124,LRT152,187026.6515,693660.3917,POINT (187026.651499082 693660.391701362)
373,511125,LRT121,186980.7631,693177.9738,POINT (186980.763107374 693177.9737583569)
374,511125,LRT122,186980.7631,693177.9738,POINT (186980.763107374 693177.9737583569)
375,511125,LRT151,186980.7631,693177.9738,POINT (186980.763107374 693177.9737583569)
376,511125,LRT152,186980.7631,693177.9738,POINT (186980.763107374 693177.9737583569)
377,511126,LRT121,186920.3961,692821.9107,POINT (186920.39608788097 692821.9106676201)
378,511126,LRT122,186920.3961,692821.9107,POINT (186920.39608788097 692821.9106676201)
379,511126,LRT131,186920.3961,692821.9107,POINT (186920.39608788097 692821.9106676201)
380,511126,LRT151,186920.3961,692821.9107,POINT (186920.39608788097 692821.9106676201)
381,511126,LRT152,186920.3961,692821.9107,POINT (186920.39608788097 692821.9106676201)
382,511127,LRT131,187373.3199,692624.3669,POINT (187373.31988697295 692624.3668971392)
383,511127,LRT132,187373.3199,692624.3669,POINT (187373.31988697295 692624.3668971392)
384,511128,LRT131,187807.6012,692460.7231,POINT (187807.601224409 692460.723131728)
385,511128,LRT132,187807.6012,692460.7231,POINT (187807.601224409 692460.723131728)
386,511129,LRT131,188457.3834,692385.0077,POINT (188457.383440474 692385.007653089)
387,511129,LRT132,188457.3834,692385.0077,POINT (188457.383440474 692385.007653089)
388,511129,LRT141,188457.3834,692385.0077,POINT (188457.383440474 692385.007653089)
389,511129,LRT142,188457.3834,692385.0077,POINT (188457.383440474 692385.007653089)
390,511130,LRT131,188923.3588,692318.9651,POINT (188923.35883062 692318.9651227561)
391,511130,LRT132,188923.3588,692318.9651,POINT (188923.35883062 692318.9651227561)
392,511130,LRT141,188923.3588,692318.9651,POINT (188923.35883062 692318.9651227561)
393,511130,LRT142,188923.3588,692318.9651,POINT (188923.35883062 692318.9651227561)
394,511132,LRT141,190759.7702,692343.1419,POINT (190759.77017376805 692343.1418927432)
395,511132,LRT142,190759.7702,692343.1419,POINT (190759.77017376805 692343.1418927432)
396,511133,LRT141,193381.5963,692027.6401,POINT (193381.596273886 692027.640067734)
397,511133,LRT142,193381.5963,692027.6401,POINT (193381.596273886 692027.640067734)
398,511135,LRT141,194378.8125,691901.887,POINT (194378.812455079 691901.886971818)
399,511135,LRT142,194378.8125,691901.887,POINT (194378.812455079 691901.886971818)
400,511138,LRT141,196817.4566,691230.7654,POINT (196817.456624689 691230.7653862231)
401,511138,LRT142,196817.4566,691230.7654,POINT (196817.456624689 691230.7653862231)
402,511139,LRT141,198889.1491,691047.899,POINT (198889.149062932 691047.89901668)
403,511139,LRT142,198889.1491,691047.899,POINT (198889.149062932 691047.89901668)
404,511142,LRT141,198546.5354,687665.5096,POINT (198546.535407385 687665.509562593)
405,511142,LRT142,198546.5354,687665.5096,POINT (198546.535407385 687665.509562593)
406,511143,LRT141,199464.4605,686942.9804,POINT (199464.460531889 686942.9804128461)
407,511143,LRT142,199464.4605,686942.9804,POINT (199464.460531889 686942.9804128461)
408,511144,LRT141,200490.6641,686478.9498,POINT (200490.66406961004 686478.94978349)
409,511144,LRT142,200490.6641,686478.9498,POINT (200490.66406961004 686478.94978349)
410,511146,LRT141,200125.8678,685326.0721,POINT (200125.86776350703 685326.072133043)
411,511146,LRT142,200125.8678,685326.0721,POINT (200125.86776350703 685326.072133043)
412,511148,LRT141,199185.3725,683046.332,POINT (199185.37250546805 683046.3319970372)
413,511148,LRT142,199185.3725,683046.332,POINT (199185.37250546805 683046.3319970372)
414,511152,LRT141,195372.2991,681849.7469,POINT (195372.29910812704 681849.7468836282)
415,511152,LRT142,195372.2991,681849.7469,POINT (195372.29910812704 681849.7468836282)
416,511153,LRT141,194199.7766,680813.9975,POINT (194199.776584496 680813.9975453849)
417,511153,LRT142,194199.7766,680813.9975,POINT (194199.776584496 680813.9975453849)
418,511155,LRT141,192304.8551,678512.3099,POINT (192304.855051268 678512.309930932)
419,511155,LRT142,192304.8551,678512.3099,POINT (192304.855051268 678512.309930932)
420,511159,LRT141,191176.3308,677147.5987,POINT (191176.33076791 677147.5987128769)
421,511159,LRT142,191176.3308,677147.5987,POINT (191176.33076791 677147.5987128769)
422,511162,LRT142,190307.7888,676225.5681,POINT (190307.788767954 676225.568141161)
423,511163,LRT-L1,191277.4018,692281.1019,POINT (191277.40183489895 692281.1019290719)
424,511163,LRT141,191277.4018,692281.1019,POINT (191277.40183489895 692281.1019290719)
425,511164,LRT141,189619.3848,675535.5257,POINT (189619.384767662 675535.525704058)
426,511165,LRT-L1,189371.152,675486.8677,POINT (189371.15198757095 675486.867669734)
427,511165,LRT-L2,189371.152,675486.8677,POINT (189371.15198757095 675486.867669734)
428,511165,LRT142,189371.152,675486.8677,POINT (189371.15198757095 675486.867669734)
429,511165,LRT152,189371.152,675486.8677,POINT (189371.15198757095 675486.867669734)
430,511166,LRT-L1,189630.8478,675953.8298,POINT (189630.84779486703 675953.8297825)
431,511166,LRT-L2,189630.8478,675953.8298,POINT (189630.84779486703 675953.8297825)
432,511166,LRT151,189630.8478,675953.8298,POINT (189630.84779486703 675953.8297825)
433,511166,LRT152,189630.8478,675953.8298,POINT (189630.84779486703 675953.8297825)
434,511167,LRT151,189786.713,676843.0795,POINT (189786.713006898 676843.0794893618)
435,511167,LRT152,189786.713,676843.0795,POINT (189786.713006898 676843.0794893618)
436,511168,LRT-L1,189746.2445,677427.4451,POINT (189746.24453920705 677427.4451001639)
437,511168,LRT-L2,189746.2445,677427.4451,POINT (189746.24453920705 677427.4451001639)
438,511168,LRT151,189746.2445,677427.4451,POINT (189746.24453920705 677427.4451001639)
439,511168,LRT152,189746.2445,677427.4451,POINT (189746.24453920705 677427.4451001639)
440,511169,LRT151,189322.2617,678333.1823,POINT (189322.261724103 678333.182285773)
441,511169,LRT152,189322.2617,678333.1823,POINT (189322.261724103 678333.182285773)
442,511171,LRT-L1,190960.7134,690237.0157,POINT (190960.71341299 690237.015696914)
443,511171,LRT-L2,190960.7134,690237.0157,POINT (190960.71341299 690237.015696914)
444,511172,LRT-L1,189281.3868,678834.9526,POINT (189281.38679133097 678834.9525506361)
445,511172,LRT-L2,189281.3868,678834.9526,POINT (189281.38679133097 678834.9525506361)
446,511172,LRT151,189281.3868,678834.9526,POINT (189281.38679133097 678834.9525506361)
447,511172,LRT152,189281.3868,678834.9526,POINT (189281.38679133097 678834.9525506361)
448,511173,LRT-L1,189226.937,679681.3185,POINT (189226.936978751 679681.3185453261)
449,511173,LRT-L2,189226.937,679681.3185,POINT (189226.936978751 679681.3185453261)
450,511173,LRT151,189226.937,679681.3185,POINT (189226.936978751 679681.3185453261)
451,511173,LRT152,189226.937,679681.3185,POINT (189226.936978751 679681.3185453261)
452,511174,LRT151,189192.8671,680398.1843,POINT (189192.86707221 680398.1843020439)
453,511174,LRT152,189192.8671,680398.1843,POINT (189192.86707221 680398.1843020439)
454,511175,LRT151,189342.8338,682294.7463,POINT (189342.833760333 682294.746259376)
455,511175,LRT152,189342.8338,682294.7463,POINT (189342.833760333 682294.746259376)
456,511176,LRT-L1,189988.3338,684678.5628,POINT (189988.333766646 684678.562771463)
457,511176,LRT-L2,189988.3338,684678.5628,POINT (189988.333766646 684678.562771463)
458,511176,LRT151,189988.3338,684678.5628,POINT (189988.333766646 684678.562771463)
459,511176,LRT152,189988.3338,684678.5628,POINT (189988.333766646 684678.562771463)
460,511177,LRT151,190751.185,684980.5162,POINT (190751.184966976 684980.5161851061)
461,511177,LRT152,190751.185,684980.5162,POINT (190751.184966976 684980.5161851061)
462,511178,LRT151,192307.1711,685380.0182,POINT (192307.171130276 685380.0181774619)
463,511178,LRT152,192307.1711,685380.0182,POINT (192307.171130276 685380.0181774619)
464,511179,LRT151,192605.9958,685937.1267,POINT (192605.99575811205 685937.1266511711)
465,511179,LRT152,192605.9958,685937.1267,POINT (192605.99575811205 685937.1266511711)
466,511180,LRT151,192956.6815,686599.8954,POINT (192956.68147196 686599.8954082819)
467,511180,LRT152,192956.6815,686599.8954,POINT (192956.68147196 686599.8954082819)
468,511181,LRT151,192619.5877,686807.615,POINT (192619.587682365 686807.614993188)
469,511181,LRT152,192619.5877,686807.615,POINT (192619.587682365 686807.614993188)
470,511182,LRT151,192266.4275,687025.7429,POINT (192266.427508298 687025.742929538)
471,511182,LRT152,192266.4275,687025.7429,POINT (192266.427508298 687025.742929538)
472,511183,LRT151,191906.5568,687018.9999,POINT (191906.556751447 687018.9999351569)
473,511183,LRT152,191906.5568,687018.9999,POINT (191906.556751447 687018.9999351569)
474,511184,LRT151,191893.3948,687352.6924,POINT (191893.394843856 687352.6923884809)
475,511184,LRT152,191893.3948,687352.6924,POINT (191893.394843856 687352.6923884809)
476,511185,LRT151,191945.3667,687599.2907,POINT (191945.36665027097 687599.2906603519)
477,511185,LRT152,191945.3667,687599.2907,POINT (191945.36665027097 687599.2906603519)
478,511186,LRT151,191340.3926,687821.6243,POINT (191340.392632704 687821.6242594919)
479,511186,LRT152,191340.3926,687821.6243,POINT (191340.392632704 687821.6242594919)
480,511187,LRT151,190518.4048,687839.3584,POINT (190518.40476001296 687839.3583801201)
481,511187,LRT152,190518.4048,687839.3584,POINT (190518.40476001296 687839.3583801201)
482,511188,LRT151,190051.4764,687903.1771,POINT (190051.47636591905 687903.1771060249)
483,511188,LRT152,190051.4764,687903.1771,POINT (190051.47636591905 687903.1771060249)
484,511189,LRT151,189995.8071,687590.2236,POINT (189995.807065447 687590.223628035)
485,511189,LRT152,189995.8071,687590.2236,POINT (189995.807065447 687590.223628035)
486,511190,LRT151,189815.1193,687221.9586,POINT (189815.11930169203 687221.9586018482)
487,511190,LRT152,189815.1193,687221.9586,POINT (189815.11930169203 687221.9586018482)
488,511191,LRT151,189372.9735,687504.2185,POINT (189372.973514142 687504.218469821)
489,511191,LRT152,189372.9735,687504.2185,POINT (189372.973514142 687504.218469821)
490,511192,LRT151,188792.3022,687632.8786,POINT (188792.302183174 687632.8786124031)
491,511192,LRT152,188792.3022,687632.8786,POINT (188792.302183174 687632.8786124031)
492,511193,LRT151,188217.4341,687606.315,POINT (188217.434078259 687606.3150346511)
493,511193,LRT152,188217.4341,687606.315,POINT (188217.434078259 687606.3150346511)
494,511194,LRT131,188168.2085,688226.0389,POINT (188168.208499936 688226.0388645851)
495,511194,LRT132,188168.2085,688226.0389,POINT (188168.208499936 688226.0388645851)
496,511194,LRT151,188168.2085,688226.0389,POINT (188168.208499936 688226.0388645851)
497,511194,LRT152,188168.2085,688226.0389,POINT (188168.208499936 688226.0388645851)
498,511195,LRT131,188435.17,688446.765,POINT (188435.169955442 688446.764953076)
499,511195,LRT132,188435.17,688446.765,POINT (188435.169955442 688446.764953076)
500,511196,LRT131,188396.6853,688870.7555,POINT (188396.68525388505 688870.755498544)
501,511196,LRT132,188396.6853,688870.7555,POINT (188396.68525388505 688870.755498544)
502,511197,LRT131,188362.1584,689188.0205,POINT (188362.15837736003 689188.02051341)
503,511197,LRT132,188362.1584,689188.0205,POINT (188362.15837736003 689188.02051341)
504,511198,LRT131,188414.4585,690056.4453,POINT (188414.458533212 690056.4453369211)
505,511198,LRT132,188414.4585,690056.4453,POINT (188414.458533212 690056.4453369211)
506,511199,LRT131,188471.8019,690462.516,POINT (188471.801937602 690462.516048826)
507,511199,LRT132,188471.8019,690462.516,POINT (188471.801937602 690462.516048826)
508,511200,LRT131,188617.5903,690893.3899,POINT (188617.59031516203 690893.389905506)
509,511200,LRT132,188617.5903,690893.3899,POINT (188617.59031516203 690893.389905506)
510,511201,LRT131,188803.2816,691218.5788,POINT (188803.281583348 691218.578813189)
511,511201,LRT132,188803.2816,691218.5788,POINT (188803.281583348 691218.578813189)
512,511202,LRT131,189133.6406,691615.785,POINT (189133.64062403305 691615.7849820538)
513,511202,LRT132,189133.6406,691615.785,POINT (189133.64062403305 691615.7849820538)
514,511203,LRT131,189224.912,692159.7748,POINT (189224.91197295705 692159.7748080229)
515,511203,LRT132,189224.912,692159.7748,POINT (189224.91197295705 692159.7748080229)
516,511204,LRT141,188053.3634,691042.7619,POINT (188053.36336849097 691042.7618833921)
517,511204,LRT142,188053.3634,691042.7619,POINT (188053.36336849097 691042.7618833921)
518,511204,LRT151,188053.3634,691042.7619,POINT (188053.36336849097 691042.7618833921)
519,511204,LRT152,188053.3634,691042.7619,POINT (188053.36336849097 691042.7618833921)
520,511205,LRT151,187251.8166,691028.8624,POINT (187251.816578235 691028.862373597)
521,511205,LRT152,187251.8166,691028.8624,POINT (187251.816578235 691028.862373597)
522,511206,LRT151,186729.7655,691051.3328,POINT (186729.76547843803 691051.332811575)
523,511206,LRT152,186729.7655,691051.3328,POINT (186729.76547843803 691051.332811575)
524,511207,LRT121,186740.4403,692282.2598,POINT (186740.44032335305 692282.2598490549)
525,511207,LRT122,186740.4403,692282.2598,POINT (186740.44032335305 692282.2598490549)
526,511207,LRT151,186740.4403,692282.2598,POINT (186740.44032335305 692282.2598490549)
527,511207,LRT152,186740.4403,692282.2598,POINT (186740.44032335305 692282.2598490549)
528,511208,LRT121,186690.6573,692034.1755,POINT (186690.65725983205 692034.1755370789)
529,511208,LRT122,186690.6573,692034.1755,POINT (186690.65725983205 692034.1755370789)
530,511208,LRT151,186690.6573,692034.1755,POINT (186690.65725983205 692034.1755370789)
531,511208,LRT152,186690.6573,692034.1755,POINT (186690.65725983205 692034.1755370789)
532,511209,LRT121,186615.2424,691688.3765,POINT (186615.24240988804 691688.3764833821)
533,511209,LRT122,186615.2424,691688.3765,POINT (186615.24240988804 691688.3764833821)
534,511209,LRT151,186615.2424,691688.3765,POINT (186615.24240988804 691688.3764833821)
535,511209,LRT152,186615.2424,691688.3765,POINT (186615.24240988804 691688.3764833821)
536,511210,LRT121,186546.1862,691079.6578,POINT (186546.18624190305 691079.657797982)
537,511210,LRT122,186546.1862,691079.6578,POINT (186546.18624190305 691079.657797982)
538,511210,LRT151,186546.1862,691079.6578,POINT (186546.18624190305 691079.657797982)
