node,degree,n_lines,betweenness,closeness,pagerank,eigenvector,x,y,lines,modes,mode_score,hub_score
36881,2,2,0.01315,0.046329,0.000664,0.0,222415.9248,748579.4997,"brt011, brt012",BRT,4,0.214946
36008,4,1,0.003539,0.06594,0.00039,0.002124,201982.478,744550.4357,m0810a,BRT,4,0.214648
15685,4,2,0.0,0.062371,0.000357,6.7e-05,199006.4001,748506.2894,"m0910a, m0920a",BRT,4,0.214223
36917,2,4,0.001668,0.03318,0.00071,0.0,229713.86,751769.1228,"brt011, brt012, brt021, brt022",BRT,4,0.214209
43364,2,2,0.012889,0.046007,0.000663,0.0,222589.5134,748676.0097,"brt011, brt012",BRT,4,0.214066
36097,2,2,0.004244,0.054715,0.000669,6e-06,196915.2315,743061.7686,"m0610a, m0620a",BRT,4,0.214027
17328,5,1,0.000559,0.059207,0.000373,1e-06,202253.6517,742751.2623,m0810a,BRT,4,0.213978
17308,5,1,0.000952,0.059723,0.000358,1e-06,202905.2719,742388.3671,m0810a,BRT,4,0.213591
51276,2,1,0.001065,0.061911,0.000399,0.0,221663.342,636612.9988,LRT10,LRT,5,0.213514
36178,5,1,0.000339,0.056556,0.000402,2.3e-05,196642.9376,747994.9773,m0620a,BRT,4,0.213443
500090,2,2,0.003085,0.051725,0.000713,0.0,159041.0904,621540.6369,"BRT_Blue_E, BRT_Blue_W",BRT,4,0.213318
500091,2,2,0.003851,0.052581,0.000691,0.0,159647.9686,621119.3661,"BRT_Blue_E, BRT_Blue_W",BRT,4,0.213116
36743,5,1,0.000199,0.059405,0.000365,1e-06,202232.3444,742750.8947,m0910a,BRT,4,0.21292
36093,2,2,0.003928,0.052093,0.000693,1e-06,196941.5525,742064.3231,"m0610a, m0620a",BRT,4,0.212867
36737,3,2,0.000422,0.058883,0.000518,0.0,202433.2145,742879.1675,"m0810a, m0910a",BRT,4,0.212775
36920,2,4,0.001338,0.031071,0.000723,0.0,231806.9381,751411.9879,"brt011, brt012, brt021, brt022",BRT,4,0.212586
525571,1,2,0.0,0.100123,0.000298,0.0,186203.6869,667454.2289,"RG-RH1, RG-RH2",BRT,4,0.211829
51238,1,1,0.0,0.077664,0.000342,0.0,219472.2991,631283.5896,LRT9,LRT,5,0.21135
36886,2,2,0.012627,0.044102,0.00066,0.0,223707.8473,749175.9891,"brt011, brt012",BRT,4,0.211068
36180,5,1,0.000592,0.057754,0.000355,2.6e-05,197000.7984,748340.5705,m0620a,BRT,4,0.210369
1000,3,2,0.000108,0.069392,0.000373,0.0,212713.4102,747546.4682,"R1002-1, R1002-2",BRT,4,0.210321
36958,3,2,0.001006,0.028039,0.000855,0.0,229041.1595,758542.0689,"brt021, brt022",BRT,4,0.210299
36953,4,2,9e-06,0.028306,0.000725,0.0,228615.1584,758679.4134,"brt021, brt022",BRT,4,0.210158
36387,2,2,0.000337,0.049814,0.000734,0.0,197810.9621,741953.5621,"m0710a, m0720a",BRT,4,0.209519
36951,4,2,0.002647,0.028747,0.000676,0.0,228705.7295,758514.3708,"brt021, brt022",BRT,4,0.209157
36211,2,2,2.7e-05,0.070094,0.000488,3e-06,210206.9172,746473.8996,"m0210a, m0220a",BRT,4,0.208746
36888,2,2,0.012363,0.042807,0.000656,0.0,224544.1433,749478.3216,"brt011, brt012",BRT,4,0.208647
500212,3,2,0.001199,0.051785,0.000549,0.0,162963.879,619414.9341,"BRT_Pink_E, BRT_Pink_W",BRT,4,0.208274
500207,2,2,7e-06,0.047552,0.000748,0.0,157934.2532,615704.4327,"BRT_Pink_E, BRT_Pink_W",BRT,4,0.207675
500049,2,2,0.001525,0.050777,0.000689,0.0,159486.7301,617349.877,"BRT_Pink_E, BRT_Pink_W",BRT,4,0.207647
500087,2,2,0.000774,0.050345,0.000699,0.0,158078.8105,620892.2355,"BRT_Blue_E, BRT_Blue_W",BRT,4,0.207115
36926,2,4,0.000337,0.029205,0.000701,0.0,233752.6313,751771.3464,"brt011, brt012, brt021, brt022",BRT,4,0.206654
36175,5,1,6.6e-05,0.055163,0.000356,2e-05,196322.5392,747512.1971,m0620a,BRT,4,0.206629
500208,2,2,0.000761,0.048822,0.000712,0.0,159228.6572,615514.0093,"BRT_Pink_E, BRT_Pink_W",BRT,4,0.206587
36890,2,2,0.012097,0.042107,0.000646,0.0,224908.0152,749821.44,"brt011, brt012",BRT,4,0.206496
32002,2,2,0.003704,0.070277,0.00076,0.000156,202983.3351,743986.6469,"c001, c002",Cable Line,3,0.206255
1009,3,2,0.00059,0.064301,0.000388,0.0,207326.988,750295.6784,"R323-1, R323-2",BRT,4,0.206221
500027,3,2,0.000775,0.035945,0.00072,0.0,179825.1187,610765.3768,"BRT_Blue_E, BRT_Blue_W",BRT,4,0.205825
500211,2,2,0.002588,0.05271,0.000631,0.0,162493.8459,618694.609,"BRT_Pink_E, BRT_Pink_W",BRT,4,0.20546
500210,2,2,0.000732,0.051971,0.00066,0.0,161077.7072,617509.0189,"BRT_Pink_E, BRT_Pink_W",BRT,4,0.205029
36088,2,2,0.00297,0.049021,0.000666,0.0,197760.9666,741069.9616,"m0610a, m0620a",BRT,4,0.204949
500205,2,2,0.000788,0.048359,0.000699,0.0,157586.5976,616478.4642,"BRT_Pink_E, BRT_Pink_W",BRT,4,0.204669
